poll_id,question_id,response,xtab1_var,xtab1_val,xtab2_var,xtab2_val,pct,notes_x,total_percentage,percent_norm,favorability,response_order,response_shortened,pct_fav,date,pollster,sample_size,margin_of_error,demographic,method of contact,country,crosstabs_entered,crosstabs_not_entered,is_complete,"If incomplete, emailed?",Link,notes_y,question_text,short_question,benefit_eligibility,short_question_len,response_scale,val_order,question_text_wrap,pollster_wrap
22,17,Strongly oppose,Region,Scotland,-,-,5.0,,100.0,0.05,-1,-2,Strongly oppose,-5.0,2021-03-24,Redfield and Wilton Strategies,1500.0,,Eligible Voters in Great Britain,Unknown,UK,"Gender, Age, Vote in most recent GE, Region, Vote in Dec 2019 GE",,True,,https://redfieldandwiltonstrategies.com/universal-basic-income-supported-by-a-majority-of-british-public/,,"Universal Basic Income is a programme whereby a Government guarantees every adult citizen a certain amount of money each year. This guaranteed income would be given to all adult citizens without exception, regardless of their employment status or their wealth. To what extent, if at all, would you support or oppose the implementation of Universal Basic Income in the UK?",UBI [framed as guaranteed income w/o work requirement],,54,,10,"Universal Basic Income is a<br>programme whereby a Government<br>guarantees every adult citizen<br>a certain amount of money each<br>year. This guaranteed income<br>would be given to all adult<br>citizens without exception,<br>regardless of their employment<br>status or their wealth. To<br>what extent, if at all, would<br>you support or oppose the<br>implementation of Universal<br>Basic Income in the UK?",Redfield and Wilton<br>Strategies
22,17,Strongly oppose,Region,Wales,-,-,12.0,,100.0,0.12,-1,-2,Strongly oppose,-12.0,2021-03-24,Redfield and Wilton Strategies,1500.0,,Eligible Voters in Great Britain,Unknown,UK,"Gender, Age, Vote in most recent GE, Region, Vote in Dec 2019 GE",,True,,https://redfieldandwiltonstrategies.com/universal-basic-income-supported-by-a-majority-of-british-public/,,"Universal Basic Income is a programme whereby a Government guarantees every adult citizen a certain amount of money each year. This guaranteed income would be given to all adult citizens without exception, regardless of their employment status or their wealth. To what extent, if at all, would you support or oppose the implementation of Universal Basic Income in the UK?",UBI [framed as guaranteed income w/o work requirement],,54,,14,"Universal Basic Income is a<br>programme whereby a Government<br>guarantees every adult citizen<br>a certain amount of money each<br>year. This guaranteed income<br>would be given to all adult<br>citizens without exception,<br>regardless of their employment<br>status or their wealth. To<br>what extent, if at all, would<br>you support or oppose the<br>implementation of Universal<br>Basic Income in the UK?",Redfield and Wilton<br>Strategies
22,17,Don't know,-,-,-,-,7.0,,100.0,0.07,0,0,Don't know,0.0,2021-03-24,Redfield and Wilton Strategies,1500.0,,Eligible Voters in Great Britain,Unknown,UK,"Gender, Age, Vote in most recent GE, Region, Vote in Dec 2019 GE",,True,,https://redfieldandwiltonstrategies.com/universal-basic-income-supported-by-a-majority-of-british-public/,,"Universal Basic Income is a programme whereby a Government guarantees every adult citizen a certain amount of money each year. This guaranteed income would be given to all adult citizens without exception, regardless of their employment status or their wealth. To what extent, if at all, would you support or oppose the implementation of Universal Basic Income in the UK?",UBI [framed as guaranteed income w/o work requirement],,54,,0,"Universal Basic Income is a<br>programme whereby a Government<br>guarantees every adult citizen<br>a certain amount of money each<br>year. This guaranteed income<br>would be given to all adult<br>citizens without exception,<br>regardless of their employment<br>status or their wealth. To<br>what extent, if at all, would<br>you support or oppose the<br>implementation of Universal<br>Basic Income in the UK?",Redfield and Wilton<br>Strategies
22,17,Don't know,Gender,Male,-,-,7.0,,100.0,0.07,0,0,Don't know,0.0,2021-03-24,Redfield and Wilton Strategies,1500.0,,Eligible Voters in Great Britain,Unknown,UK,"Gender, Age, Vote in most recent GE, Region, Vote in Dec 2019 GE",,True,,https://redfieldandwiltonstrategies.com/universal-basic-income-supported-by-a-majority-of-british-public/,,"Universal Basic Income is a programme whereby a Government guarantees every adult citizen a certain amount of money each year. This guaranteed income would be given to all adult citizens without exception, regardless of their employment status or their wealth. To what extent, if at all, would you support or oppose the implementation of Universal Basic Income in the UK?",UBI [framed as guaranteed income w/o work requirement],,54,,2,"Universal Basic Income is a<br>programme whereby a Government<br>guarantees every adult citizen<br>a certain amount of money each<br>year. This guaranteed income<br>would be given to all adult<br>citizens without exception,<br>regardless of their employment<br>status or their wealth. To<br>what extent, if at all, would<br>you support or oppose the<br>implementation of Universal<br>Basic Income in the UK?",Redfield and Wilton<br>Strategies
22,17,Don't know,Gender,Female,-,-,6.0,,100.0,0.06,0,0,Don't know,0.0,2021-03-24,Redfield and Wilton Strategies,1500.0,,Eligible Voters in Great Britain,Unknown,UK,"Gender, Age, Vote in most recent GE, Region, Vote in Dec 2019 GE",,True,,https://redfieldandwiltonstrategies.com/universal-basic-income-supported-by-a-majority-of-british-public/,,"Universal Basic Income is a programme whereby a Government guarantees every adult citizen a certain amount of money each year. This guaranteed income would be given to all adult citizens without exception, regardless of their employment status or their wealth. To what extent, if at all, would you support or oppose the implementation of Universal Basic Income in the UK?",UBI [framed as guaranteed income w/o work requirement],,54,,1,"Universal Basic Income is a<br>programme whereby a Government<br>guarantees every adult citizen<br>a certain amount of money each<br>year. This guaranteed income<br>would be given to all adult<br>citizens without exception,<br>regardless of their employment<br>status or their wealth. To<br>what extent, if at all, would<br>you support or oppose the<br>implementation of Universal<br>Basic Income in the UK?",Redfield and Wilton<br>Strategies
22,17,Don't know,Age,18-24,-,-,3.0,,99.0,0.030303030303030304,0,0,Don't know,0.0,2021-03-24,Redfield and Wilton Strategies,1500.0,,Eligible Voters in Great Britain,Unknown,UK,"Gender, Age, Vote in most recent GE, Region, Vote in Dec 2019 GE",,True,,https://redfieldandwiltonstrategies.com/universal-basic-income-supported-by-a-majority-of-british-public/,,"Universal Basic Income is a programme whereby a Government guarantees every adult citizen a certain amount of money each year. This guaranteed income would be given to all adult citizens without exception, regardless of their employment status or their wealth. To what extent, if at all, would you support or oppose the implementation of Universal Basic Income in the UK?",UBI [framed as guaranteed income w/o work requirement],,54,,1,"Universal Basic Income is a<br>programme whereby a Government<br>guarantees every adult citizen<br>a certain amount of money each<br>year. This guaranteed income<br>would be given to all adult<br>citizens without exception,<br>regardless of their employment<br>status or their wealth. To<br>what extent, if at all, would<br>you support or oppose the<br>implementation of Universal<br>Basic Income in the UK?",Redfield and Wilton<br>Strategies
22,17,Don't know,Age,25-34,-,-,5.0,,99.0,0.050505050505050504,0,0,Don't know,0.0,2021-03-24,Redfield and Wilton Strategies,1500.0,,Eligible Voters in Great Britain,Unknown,UK,"Gender, Age, Vote in most recent GE, Region, Vote in Dec 2019 GE",,True,,https://redfieldandwiltonstrategies.com/universal-basic-income-supported-by-a-majority-of-british-public/,,"Universal Basic Income is a programme whereby a Government guarantees every adult citizen a certain amount of money each year. This guaranteed income would be given to all adult citizens without exception, regardless of their employment status or their wealth. To what extent, if at all, would you support or oppose the implementation of Universal Basic Income in the UK?",UBI [framed as guaranteed income w/o work requirement],,54,,4,"Universal Basic Income is a<br>programme whereby a Government<br>guarantees every adult citizen<br>a certain amount of money each<br>year. This guaranteed income<br>would be given to all adult<br>citizens without exception,<br>regardless of their employment<br>status or their wealth. To<br>what extent, if at all, would<br>you support or oppose the<br>implementation of Universal<br>Basic Income in the UK?",Redfield and Wilton<br>Strategies
22,17,Don't know,Age,35-44,-,-,7.0,,100.0,0.07,0,0,Don't know,0.0,2021-03-24,Redfield and Wilton Strategies,1500.0,,Eligible Voters in Great Britain,Unknown,UK,"Gender, Age, Vote in most recent GE, Region, Vote in Dec 2019 GE",,True,,https://redfieldandwiltonstrategies.com/universal-basic-income-supported-by-a-majority-of-british-public/,,"Universal Basic Income is a programme whereby a Government guarantees every adult citizen a certain amount of money each year. This guaranteed income would be given to all adult citizens without exception, regardless of their employment status or their wealth. To what extent, if at all, would you support or oppose the implementation of Universal Basic Income in the UK?",UBI [framed as guaranteed income w/o work requirement],,54,,7,"Universal Basic Income is a<br>programme whereby a Government<br>guarantees every adult citizen<br>a certain amount of money each<br>year. This guaranteed income<br>would be given to all adult<br>citizens without exception,<br>regardless of their employment<br>status or their wealth. To<br>what extent, if at all, would<br>you support or oppose the<br>implementation of Universal<br>Basic Income in the UK?",Redfield and Wilton<br>Strategies
22,17,Don't know,Age,45-54,-,-,10.0,,101.0,0.09900990099009901,0,0,Don't know,0.0,2021-03-24,Redfield and Wilton Strategies,1500.0,,Eligible Voters in Great Britain,Unknown,UK,"Gender, Age, Vote in most recent GE, Region, Vote in Dec 2019 GE",,True,,https://redfieldandwiltonstrategies.com/universal-basic-income-supported-by-a-majority-of-british-public/,,"Universal Basic Income is a programme whereby a Government guarantees every adult citizen a certain amount of money each year. This guaranteed income would be given to all adult citizens without exception, regardless of their employment status or their wealth. To what extent, if at all, would you support or oppose the implementation of Universal Basic Income in the UK?",UBI [framed as guaranteed income w/o work requirement],,54,,10,"Universal Basic Income is a<br>programme whereby a Government<br>guarantees every adult citizen<br>a certain amount of money each<br>year. This guaranteed income<br>would be given to all adult<br>citizens without exception,<br>regardless of their employment<br>status or their wealth. To<br>what extent, if at all, would<br>you support or oppose the<br>implementation of Universal<br>Basic Income in the UK?",Redfield and Wilton<br>Strategies
22,17,Don't know,Age,55-64,-,-,5.0,,100.0,0.05,0,0,Don't know,0.0,2021-03-24,Redfield and Wilton Strategies,1500.0,,Eligible Voters in Great Britain,Unknown,UK,"Gender, Age, Vote in most recent GE, Region, Vote in Dec 2019 GE",,True,,https://redfieldandwiltonstrategies.com/universal-basic-income-supported-by-a-majority-of-british-public/,,"Universal Basic Income is a programme whereby a Government guarantees every adult citizen a certain amount of money each year. This guaranteed income would be given to all adult citizens without exception, regardless of their employment status or their wealth. To what extent, if at all, would you support or oppose the implementation of Universal Basic Income in the UK?",UBI [framed as guaranteed income w/o work requirement],,54,,12,"Universal Basic Income is a<br>programme whereby a Government<br>guarantees every adult citizen<br>a certain amount of money each<br>year. This guaranteed income<br>would be given to all adult<br>citizens without exception,<br>regardless of their employment<br>status or their wealth. To<br>what extent, if at all, would<br>you support or oppose the<br>implementation of Universal<br>Basic Income in the UK?",Redfield and Wilton<br>Strategies
22,17,Don't know,Age,65+,-,-,8.0,,101.0,0.07920792079207921,0,0,Don't know,0.0,2021-03-24,Redfield and Wilton Strategies,1500.0,,Eligible Voters in Great Britain,Unknown,UK,"Gender, Age, Vote in most recent GE, Region, Vote in Dec 2019 GE",,True,,https://redfieldandwiltonstrategies.com/universal-basic-income-supported-by-a-majority-of-british-public/,,"Universal Basic Income is a programme whereby a Government guarantees every adult citizen a certain amount of money each year. This guaranteed income would be given to all adult citizens without exception, regardless of their employment status or their wealth. To what extent, if at all, would you support or oppose the implementation of Universal Basic Income in the UK?",UBI [framed as guaranteed income w/o work requirement],,54,,15,"Universal Basic Income is a<br>programme whereby a Government<br>guarantees every adult citizen<br>a certain amount of money each<br>year. This guaranteed income<br>would be given to all adult<br>citizens without exception,<br>regardless of their employment<br>status or their wealth. To<br>what extent, if at all, would<br>you support or oppose the<br>implementation of Universal<br>Basic Income in the UK?",Redfield and Wilton<br>Strategies
22,17,Don't know,Vote in most recent GE,Conservative,-,-,5.0,,99.0,0.050505050505050504,0,0,Don't know,0.0,2021-03-24,Redfield and Wilton Strategies,1500.0,,Eligible Voters in Great Britain,Unknown,UK,"Gender, Age, Vote in most recent GE, Region, Vote in Dec 2019 GE",,True,,https://redfieldandwiltonstrategies.com/universal-basic-income-supported-by-a-majority-of-british-public/,,"Universal Basic Income is a programme whereby a Government guarantees every adult citizen a certain amount of money each year. This guaranteed income would be given to all adult citizens without exception, regardless of their employment status or their wealth. To what extent, if at all, would you support or oppose the implementation of Universal Basic Income in the UK?",UBI [framed as guaranteed income w/o work requirement],,54,,2,"Universal Basic Income is a<br>programme whereby a Government<br>guarantees every adult citizen<br>a certain amount of money each<br>year. This guaranteed income<br>would be given to all adult<br>citizens without exception,<br>regardless of their employment<br>status or their wealth. To<br>what extent, if at all, would<br>you support or oppose the<br>implementation of Universal<br>Basic Income in the UK?",Redfield and Wilton<br>Strategies
22,17,Don't know,Vote in most recent GE,Labour,-,-,6.0,,100.0,0.06,0,0,Don't know,0.0,2021-03-24,Redfield and Wilton Strategies,1500.0,,Eligible Voters in Great Britain,Unknown,UK,"Gender, Age, Vote in most recent GE, Region, Vote in Dec 2019 GE",,True,,https://redfieldandwiltonstrategies.com/universal-basic-income-supported-by-a-majority-of-british-public/,,"Universal Basic Income is a programme whereby a Government guarantees every adult citizen a certain amount of money each year. This guaranteed income would be given to all adult citizens without exception, regardless of their employment status or their wealth. To what extent, if at all, would you support or oppose the implementation of Universal Basic Income in the UK?",UBI [framed as guaranteed income w/o work requirement],,54,,4,"Universal Basic Income is a<br>programme whereby a Government<br>guarantees every adult citizen<br>a certain amount of money each<br>year. This guaranteed income<br>would be given to all adult<br>citizens without exception,<br>regardless of their employment<br>status or their wealth. To<br>what extent, if at all, would<br>you support or oppose the<br>implementation of Universal<br>Basic Income in the UK?",Redfield and Wilton<br>Strategies
22,17,Don't know,Vote in most recent GE,Scottish National Party,-,-,0.0,,100.0,0.0,0,0,Don't know,0.0,2021-03-24,Redfield and Wilton Strategies,1500.0,,Eligible Voters in Great Britain,Unknown,UK,"Gender, Age, Vote in most recent GE, Region, Vote in Dec 2019 GE",,True,,https://redfieldandwiltonstrategies.com/universal-basic-income-supported-by-a-majority-of-british-public/,,"Universal Basic Income is a programme whereby a Government guarantees every adult citizen a certain amount of money each year. This guaranteed income would be given to all adult citizens without exception, regardless of their employment status or their wealth. To what extent, if at all, would you support or oppose the implementation of Universal Basic Income in the UK?",UBI [framed as guaranteed income w/o work requirement],,54,,7,"Universal Basic Income is a<br>programme whereby a Government<br>guarantees every adult citizen<br>a certain amount of money each<br>year. This guaranteed income<br>would be given to all adult<br>citizens without exception,<br>regardless of their employment<br>status or their wealth. To<br>what extent, if at all, would<br>you support or oppose the<br>implementation of Universal<br>Basic Income in the UK?",Redfield and Wilton<br>Strategies
22,17,Don't know,Vote in most recent GE,Plaid Cymru,-,-,0.0,,100.0,0.0,0,0,Don't know,0.0,2021-03-24,Redfield and Wilton Strategies,1500.0,,Eligible Voters in Great Britain,Unknown,UK,"Gender, Age, Vote in most recent GE, Region, Vote in Dec 2019 GE",,True,,https://redfieldandwiltonstrategies.com/universal-basic-income-supported-by-a-majority-of-british-public/,,"Universal Basic Income is a programme whereby a Government guarantees every adult citizen a certain amount of money each year. This guaranteed income would be given to all adult citizens without exception, regardless of their employment status or their wealth. To what extent, if at all, would you support or oppose the implementation of Universal Basic Income in the UK?",UBI [framed as guaranteed income w/o work requirement],,54,,6,"Universal Basic Income is a<br>programme whereby a Government<br>guarantees every adult citizen<br>a certain amount of money each<br>year. This guaranteed income<br>would be given to all adult<br>citizens without exception,<br>regardless of their employment<br>status or their wealth. To<br>what extent, if at all, would<br>you support or oppose the<br>implementation of Universal<br>Basic Income in the UK?",Redfield and Wilton<br>Strategies
22,17,Don't know,Vote in most recent GE,Liberal Democrat,-,-,4.0,,100.0,0.04,0,0,Don't know,0.0,2021-03-24,Redfield and Wilton Strategies,1500.0,,Eligible Voters in Great Britain,Unknown,UK,"Gender, Age, Vote in most recent GE, Region, Vote in Dec 2019 GE",,True,,https://redfieldandwiltonstrategies.com/universal-basic-income-supported-by-a-majority-of-british-public/,,"Universal Basic Income is a programme whereby a Government guarantees every adult citizen a certain amount of money each year. This guaranteed income would be given to all adult citizens without exception, regardless of their employment status or their wealth. To what extent, if at all, would you support or oppose the implementation of Universal Basic Income in the UK?",UBI [framed as guaranteed income w/o work requirement],,54,,3,"Universal Basic Income is a<br>programme whereby a Government<br>guarantees every adult citizen<br>a certain amount of money each<br>year. This guaranteed income<br>would be given to all adult<br>citizens without exception,<br>regardless of their employment<br>status or their wealth. To<br>what extent, if at all, would<br>you support or oppose the<br>implementation of Universal<br>Basic Income in the UK?",Redfield and Wilton<br>Strategies
22,17,Don't know,Vote in most recent GE,Green,-,-,6.0,,100.0,0.06,0,0,Don't know,0.0,2021-03-24,Redfield and Wilton Strategies,1500.0,,Eligible Voters in Great Britain,Unknown,UK,"Gender, Age, Vote in most recent GE, Region, Vote in Dec 2019 GE",,True,,https://redfieldandwiltonstrategies.com/universal-basic-income-supported-by-a-majority-of-british-public/,,"Universal Basic Income is a programme whereby a Government guarantees every adult citizen a certain amount of money each year. This guaranteed income would be given to all adult citizens without exception, regardless of their employment status or their wealth. To what extent, if at all, would you support or oppose the implementation of Universal Basic Income in the UK?",UBI [framed as guaranteed income w/o work requirement],,54,,5,"Universal Basic Income is a<br>programme whereby a Government<br>guarantees every adult citizen<br>a certain amount of money each<br>year. This guaranteed income<br>would be given to all adult<br>citizens without exception,<br>regardless of their employment<br>status or their wealth. To<br>what extent, if at all, would<br>you support or oppose the<br>implementation of Universal<br>Basic Income in the UK?",Redfield and Wilton<br>Strategies
22,17,Don't know,Vote in most recent GE,Brexit Party,-,-,8.0,,100.0,0.08,0,0,Don't know,0.0,2021-03-24,Redfield and Wilton Strategies,1500.0,,Eligible Voters in Great Britain,Unknown,UK,"Gender, Age, Vote in most recent GE, Region, Vote in Dec 2019 GE",,True,,https://redfieldandwiltonstrategies.com/universal-basic-income-supported-by-a-majority-of-british-public/,,"Universal Basic Income is a programme whereby a Government guarantees every adult citizen a certain amount of money each year. This guaranteed income would be given to all adult citizens without exception, regardless of their employment status or their wealth. To what extent, if at all, would you support or oppose the implementation of Universal Basic Income in the UK?",UBI [framed as guaranteed income w/o work requirement],,54,,1,"Universal Basic Income is a<br>programme whereby a Government<br>guarantees every adult citizen<br>a certain amount of money each<br>year. This guaranteed income<br>would be given to all adult<br>citizens without exception,<br>regardless of their employment<br>status or their wealth. To<br>what extent, if at all, would<br>you support or oppose the<br>implementation of Universal<br>Basic Income in the UK?",Redfield and Wilton<br>Strategies
22,17,Don't know,Vote in most recent GE,Other,-,-,21.0,,101.0,0.2079207920792079,0,0,Don't know,0.0,2021-03-24,Redfield and Wilton Strategies,1500.0,,Eligible Voters in Great Britain,Unknown,UK,"Gender, Age, Vote in most recent GE, Region, Vote in Dec 2019 GE",,True,,https://redfieldandwiltonstrategies.com/universal-basic-income-supported-by-a-majority-of-british-public/,,"Universal Basic Income is a programme whereby a Government guarantees every adult citizen a certain amount of money each year. This guaranteed income would be given to all adult citizens without exception, regardless of their employment status or their wealth. To what extent, if at all, would you support or oppose the implementation of Universal Basic Income in the UK?",UBI [framed as guaranteed income w/o work requirement],,54,,8,"Universal Basic Income is a<br>programme whereby a Government<br>guarantees every adult citizen<br>a certain amount of money each<br>year. This guaranteed income<br>would be given to all adult<br>citizens without exception,<br>regardless of their employment<br>status or their wealth. To<br>what extent, if at all, would<br>you support or oppose the<br>implementation of Universal<br>Basic Income in the UK?",Redfield and Wilton<br>Strategies
22,17,Don't know,Vote in most recent GE,Didn't Vote,-,-,13.0,,100.0,0.13,0,0,Don't know,0.0,2021-03-24,Redfield and Wilton Strategies,1500.0,,Eligible Voters in Great Britain,Unknown,UK,"Gender, Age, Vote in most recent GE, Region, Vote in Dec 2019 GE",,True,,https://redfieldandwiltonstrategies.com/universal-basic-income-supported-by-a-majority-of-british-public/,,"Universal Basic Income is a programme whereby a Government guarantees every adult citizen a certain amount of money each year. This guaranteed income would be given to all adult citizens without exception, regardless of their employment status or their wealth. To what extent, if at all, would you support or oppose the implementation of Universal Basic Income in the UK?",UBI [framed as guaranteed income w/o work requirement],,54,,9,"Universal Basic Income is a<br>programme whereby a Government<br>guarantees every adult citizen<br>a certain amount of money each<br>year. This guaranteed income<br>would be given to all adult<br>citizens without exception,<br>regardless of their employment<br>status or their wealth. To<br>what extent, if at all, would<br>you support or oppose the<br>implementation of Universal<br>Basic Income in the UK?",Redfield and Wilton<br>Strategies
22,17,Don't know,Region,South East,-,-,5.0,,100.0,0.05,0,0,Don't know,0.0,2021-03-24,Redfield and Wilton Strategies,1500.0,,Eligible Voters in Great Britain,Unknown,UK,"Gender, Age, Vote in most recent GE, Region, Vote in Dec 2019 GE",,True,,https://redfieldandwiltonstrategies.com/universal-basic-income-supported-by-a-majority-of-british-public/,,"Universal Basic Income is a programme whereby a Government guarantees every adult citizen a certain amount of money each year. This guaranteed income would be given to all adult citizens without exception, regardless of their employment status or their wealth. To what extent, if at all, would you support or oppose the implementation of Universal Basic Income in the UK?",UBI [framed as guaranteed income w/o work requirement],,54,,12,"Universal Basic Income is a<br>programme whereby a Government<br>guarantees every adult citizen<br>a certain amount of money each<br>year. This guaranteed income<br>would be given to all adult<br>citizens without exception,<br>regardless of their employment<br>status or their wealth. To<br>what extent, if at all, would<br>you support or oppose the<br>implementation of Universal<br>Basic Income in the UK?",Redfield and Wilton<br>Strategies
22,17,Don't know,Region,London,-,-,6.0,,100.0,0.06,0,0,Don't know,0.0,2021-03-24,Redfield and Wilton Strategies,1500.0,,Eligible Voters in Great Britain,Unknown,UK,"Gender, Age, Vote in most recent GE, Region, Vote in Dec 2019 GE",,True,,https://redfieldandwiltonstrategies.com/universal-basic-income-supported-by-a-majority-of-british-public/,,"Universal Basic Income is a programme whereby a Government guarantees every adult citizen a certain amount of money each year. This guaranteed income would be given to all adult citizens without exception, regardless of their employment status or their wealth. To what extent, if at all, would you support or oppose the implementation of Universal Basic Income in the UK?",UBI [framed as guaranteed income w/o work requirement],,54,,4,"Universal Basic Income is a<br>programme whereby a Government<br>guarantees every adult citizen<br>a certain amount of money each<br>year. This guaranteed income<br>would be given to all adult<br>citizens without exception,<br>regardless of their employment<br>status or their wealth. To<br>what extent, if at all, would<br>you support or oppose the<br>implementation of Universal<br>Basic Income in the UK?",Redfield and Wilton<br>Strategies
22,17,Don't know,Region,South West,-,-,9.0,,99.0,0.09090909090909091,0,0,Don't know,0.0,2021-03-24,Redfield and Wilton Strategies,1500.0,,Eligible Voters in Great Britain,Unknown,UK,"Gender, Age, Vote in most recent GE, Region, Vote in Dec 2019 GE",,True,,https://redfieldandwiltonstrategies.com/universal-basic-income-supported-by-a-majority-of-british-public/,,"Universal Basic Income is a programme whereby a Government guarantees every adult citizen a certain amount of money each year. This guaranteed income would be given to all adult citizens without exception, regardless of their employment status or their wealth. To what extent, if at all, would you support or oppose the implementation of Universal Basic Income in the UK?",UBI [framed as guaranteed income w/o work requirement],,54,,13,"Universal Basic Income is a<br>programme whereby a Government<br>guarantees every adult citizen<br>a certain amount of money each<br>year. This guaranteed income<br>would be given to all adult<br>citizens without exception,<br>regardless of their employment<br>status or their wealth. To<br>what extent, if at all, would<br>you support or oppose the<br>implementation of Universal<br>Basic Income in the UK?",Redfield and Wilton<br>Strategies
22,17,Don't know,Region,West Midlands,-,-,5.0,,100.0,0.05,0,0,Don't know,0.0,2021-03-24,Redfield and Wilton Strategies,1500.0,,Eligible Voters in Great Britain,Unknown,UK,"Gender, Age, Vote in most recent GE, Region, Vote in Dec 2019 GE",,True,,https://redfieldandwiltonstrategies.com/universal-basic-income-supported-by-a-majority-of-british-public/,,"Universal Basic Income is a programme whereby a Government guarantees every adult citizen a certain amount of money each year. This guaranteed income would be given to all adult citizens without exception, regardless of their employment status or their wealth. To what extent, if at all, would you support or oppose the implementation of Universal Basic Income in the UK?",UBI [framed as guaranteed income w/o work requirement],,54,,15,"Universal Basic Income is a<br>programme whereby a Government<br>guarantees every adult citizen<br>a certain amount of money each<br>year. This guaranteed income<br>would be given to all adult<br>citizens without exception,<br>regardless of their employment<br>status or their wealth. To<br>what extent, if at all, would<br>you support or oppose the<br>implementation of Universal<br>Basic Income in the UK?",Redfield and Wilton<br>Strategies
22,17,Don't know,Region,East Midlands,-,-,6.0,,101.0,0.0594059405940594,0,0,Don't know,0.0,2021-03-24,Redfield and Wilton Strategies,1500.0,,Eligible Voters in Great Britain,Unknown,UK,"Gender, Age, Vote in most recent GE, Region, Vote in Dec 2019 GE",,True,,https://redfieldandwiltonstrategies.com/universal-basic-income-supported-by-a-majority-of-british-public/,,"Universal Basic Income is a programme whereby a Government guarantees every adult citizen a certain amount of money each year. This guaranteed income would be given to all adult citizens without exception, regardless of their employment status or their wealth. To what extent, if at all, would you support or oppose the implementation of Universal Basic Income in the UK?",UBI [framed as guaranteed income w/o work requirement],,54,,1,"Universal Basic Income is a<br>programme whereby a Government<br>guarantees every adult citizen<br>a certain amount of money each<br>year. This guaranteed income<br>would be given to all adult<br>citizens without exception,<br>regardless of their employment<br>status or their wealth. To<br>what extent, if at all, would<br>you support or oppose the<br>implementation of Universal<br>Basic Income in the UK?",Redfield and Wilton<br>Strategies
22,17,Don't know,Region,Eastern,-,-,7.0,,100.0,0.07,0,0,Don't know,0.0,2021-03-24,Redfield and Wilton Strategies,1500.0,,Eligible Voters in Great Britain,Unknown,UK,"Gender, Age, Vote in most recent GE, Region, Vote in Dec 2019 GE",,True,,https://redfieldandwiltonstrategies.com/universal-basic-income-supported-by-a-majority-of-british-public/,,"Universal Basic Income is a programme whereby a Government guarantees every adult citizen a certain amount of money each year. This guaranteed income would be given to all adult citizens without exception, regardless of their employment status or their wealth. To what extent, if at all, would you support or oppose the implementation of Universal Basic Income in the UK?",UBI [framed as guaranteed income w/o work requirement],,54,,2,"Universal Basic Income is a<br>programme whereby a Government<br>guarantees every adult citizen<br>a certain amount of money each<br>year. This guaranteed income<br>would be given to all adult<br>citizens without exception,<br>regardless of their employment<br>status or their wealth. To<br>what extent, if at all, would<br>you support or oppose the<br>implementation of Universal<br>Basic Income in the UK?",Redfield and Wilton<br>Strategies
22,17,Don't know,Region,North East,-,-,14.0,,100.0,0.14,0,0,Don't know,0.0,2021-03-24,Redfield and Wilton Strategies,1500.0,,Eligible Voters in Great Britain,Unknown,UK,"Gender, Age, Vote in most recent GE, Region, Vote in Dec 2019 GE",,True,,https://redfieldandwiltonstrategies.com/universal-basic-income-supported-by-a-majority-of-british-public/,,"Universal Basic Income is a programme whereby a Government guarantees every adult citizen a certain amount of money each year. This guaranteed income would be given to all adult citizens without exception, regardless of their employment status or their wealth. To what extent, if at all, would you support or oppose the implementation of Universal Basic Income in the UK?",UBI [framed as guaranteed income w/o work requirement],,54,,7,"Universal Basic Income is a<br>programme whereby a Government<br>guarantees every adult citizen<br>a certain amount of money each<br>year. This guaranteed income<br>would be given to all adult<br>citizens without exception,<br>regardless of their employment<br>status or their wealth. To<br>what extent, if at all, would<br>you support or oppose the<br>implementation of Universal<br>Basic Income in the UK?",Redfield and Wilton<br>Strategies
22,17,Don't know,Region,North West,-,-,9.0,,99.0,0.09090909090909091,0,0,Don't know,0.0,2021-03-24,Redfield and Wilton Strategies,1500.0,,Eligible Voters in Great Britain,Unknown,UK,"Gender, Age, Vote in most recent GE, Region, Vote in Dec 2019 GE",,True,,https://redfieldandwiltonstrategies.com/universal-basic-income-supported-by-a-majority-of-british-public/,,"Universal Basic Income is a programme whereby a Government guarantees every adult citizen a certain amount of money each year. This guaranteed income would be given to all adult citizens without exception, regardless of their employment status or their wealth. To what extent, if at all, would you support or oppose the implementation of Universal Basic Income in the UK?",UBI [framed as guaranteed income w/o work requirement],,54,,8,"Universal Basic Income is a<br>programme whereby a Government<br>guarantees every adult citizen<br>a certain amount of money each<br>year. This guaranteed income<br>would be given to all adult<br>citizens without exception,<br>regardless of their employment<br>status or their wealth. To<br>what extent, if at all, would<br>you support or oppose the<br>implementation of Universal<br>Basic Income in the UK?",Redfield and Wilton<br>Strategies
